lat（纬度）,lng,location,publish_time_,content,label
23.0651794,113.3904878,中山大学大学城校区,01/04/2022 20:56,午后校园！博主日记,happy
23.40546,113.22767,骏壹万邦,01/04/2022 20:57,打卡，四月，人系好多时候无得拣，例如，出身，家庭，亲人，既然相遇，相识，欣然接受吧，好相处就相处，难相处就五相处……生活每日都需要勇气，重新开始的勇气,happy
23.0725478,113.4064249,长洲岛,01/04/2022 20:58,踏青踏青～,happy
23.057754,113.404297,广州中医药大学,01/04/2022 21:00,常见中药鉴别微博逐浪学堂第一百零二期名称榼藤子性状鉴别本品为扁圆形或扁椭圆形，直径~，厚。表面棕红色至紫褐色，具光泽，有细密的网纹，有的被棕黄色细粉。一端有略凸出的种脐。质坚硬。种皮厚约，种仁乳白色，子叶,neutral
23.12995,113.28325,中山大学光华口腔医学院附属口腔医院,01/04/2022 21:00,两天陪护的日子终将结束，明天定是一个新的开始。,happy
23.134057,113.256112,广州医科大学,01/04/2022 21:02,最近生活要好好生活，好好长肉哦～,happy
23.13018881,113.2471604,星域广场,01/04/2022 21:06,乐观便是良药,happy
23.11269081,113.2669904,海珠桥,01/04/2022 21:09,广州还是要常来，能碰上千里之外家乡老同学开心，往后的路，还得自己走,happy
23.172373,113.266812,万达广场,01/04/2022 21:10,二人世界，就是吃吃吃……,happy
23.14463,113.26787,广州广播大厦,01/04/2022 21:11,一晃眼年，我们从未有过一刻忘记怀念哥哥张国荣无数经典，令你怀念！海珠桥,sad
23.126449,113.290662,中山大学附属第一医院,01/04/2022 21:12,这两天好累呀。小总又生病了，连续高烧三天不退，烧到摄氏度，看了一次发热门诊两次急诊，我也几晚没睡好觉了。今天打了点滴，希望今晚大家都能睡个好觉吧。晚安。,sad
23.216682,113.215237,广东科贸职业学院,01/04/2022 21:19,就像大雁盼着春风，我盼着跟你见面,happy
23.1245428,113.2840629,广东省人民体育场,01/04/2022 21:19,降温大风操场没那么吵闹慢悠悠の,angry
23.08654,113.42466,黄埔军校旧址纪念馆,01/04/2022 21:23,最近大部分精力都放在清明节祭英烈活动上，希望明天一切顺利,happy
23.09789,113.428439,鱼珠,01/04/2022 21:24,燕子舞,neutral
23.12872,113.32295,kekimatata,01/04/2022 21:26,又来清个内存了,angry
22.795861,113.530827,蕉门公园,01/04/2022 21:27,差点忘了：最美人间四月天！疫情恐慌情绪蔓延，平常心，做好个人防护措施。,happy
23.13441917,113.3362645,广东侨鑫工商管理专修学院,01/04/2022 21:28,今天因为些事，绳没跳完，拉伸也是晚上回来补的运动可以很猛，但忌嘴不行很享受运动分泌多巴胺带来的快乐,happy
23.109892,113.25694,爱群大厦,01/04/2022 21:30,摄影人像摄影电影感小视频四月,neutral
23.12363977,113.3443196,太阳新天地,01/04/2022 21:30,四月万事如意心想事成,happy
23.01106,113.35479,新光城市花园,01/04/2022 21:30,姜一哥教画画团练打卡超话,neutral
23.1079797,113.3071653,广东美术馆,01/04/2022 21:38,时代风涛中的情致,neutral
23.194537,113.361178,广东司法警官职业学院,01/04/2022 21:38,平平生活，记录照片子,happy
23.52702,113.58373,广州工程技术职业学院,01/04/2022 21:40,四月吃到家的味道,happy
23.183131,113.325691,京溪,01/04/2022 21:44,工夫茶超话,neutral
23.254332,113.306521,广东警官学院,01/04/2022 21:44,众生皆苦，及时行乐,happy
23.28578,113.84223,广州市增城卫生中等专业学校,01/04/2022 21:45,遛包,angry
23.194537,113.361178,广东司法警官职业学院,01/04/2022 21:46,小赖·只宜的日常我想…封校我没有特别焦虑的原因是…有人一直爱着我,happy
22.97085,113.30158,雄峰商城,01/04/2022 21:49,上海开始备受批评，很强烈。但上海的沦陷以及网络上的舆论导致的结果是，动态清零将被大大强化，共存说——将无立足之地，甚至精准防疫都可能悄然隐退。对于经济界，这似乎不是好消息。,neutral
23.24223,113.86252,广州华立科技职业学院,01/04/2022 21:50,人生如果真的可以从头来过多好呀,happy
23.119956,113.322328,高德置地广场,01/04/2022 21:51,你之所以觉得脸胖可爱，那是因为肉没长你脸上,neutral
23.10041,113.37179,广州国际采购中心,01/04/2022 21:52,打了一个半小时羽毛球再两个小时篮球,neutral
23.13474,113.57667,广州凤凰城酒店,01/04/2022 21:53,第四天,sad
23.14065,113.30011,生物科技大厦,01/04/2022 21:54,一周的实验麻了之实验室那些我存在过的痕迹,sad
23.0651794,113.3904878,中山大学大学城校区,01/04/2022 21:56,终于把上半学期的讲完了,happy
23.04154,113.371793,广州大学,01/04/2022 21:56,昨天的服务员‍⚖️和她的好伙伴们,happy
23.3795678,113.2110239,花都体育馆,01/04/2022 21:56,博君一肖超话微博冲浪看到的！！！动了,happy
23.13502952,113.3252197,时尚天河商业广场,01/04/2022 21:57,平安就好其他都是锦上添花记录生活,happy
23.07983,113.27596,南景园,01/04/2022 21:58,柠檬酸辣无骨鸭掌。喺朴扑买咗两袋无骨掌，先落酒姜葱中火煮开，撇去浮末，在加盖煮,neutral
23.14364,113.31946,广州体育学院,01/04/2022 21:58,再封校要变成小笨猪啦,happy
22.94971,113.36181,市桥(地铁站),01/04/2022 21:58,桃桃，凉凉,happy
23.168835,113.347459,高德汇购物中心,01/04/2022 21:59,薛之谦爆好听翻唱《独角戏》到底经历了怎样的故事，太戳心！潮流音乐君的微博视频,happy
23.07763,113.33889,海珠湿地公园,01/04/2022 21:59,"“爱意在艳阳高照中灿烂,思念在星火斑斓中沉沦”自然风光",sad
22.98686731,113.3150745,来回咖啡(工厂店),01/04/2022 21:59,来吸吸氧,happy
23.18872,113.32946,南方医院,01/04/2022 22:00,老泊头是洋火皮里最便宜的了吧,neutral
22.903408,113.48365,观龙岛,01/04/2022 22:01,放松一下，换个地方睡个午觉,happy
23.11981028,113.3274189,宋.川菜,01/04/2022 22:04,祝黑老师生日快乐许的愿望都成真吧约饭四人组,happy
23.1535,113.32461,中山大学附属第六医院（北院区）,01/04/2022 22:06,吃完这顿，这周加班结束明天摸鱼一天就可以放假啦～,happy
22.948669,113.362511,市桥,01/04/2022 22:07,无酒精的“美丽时光”,happy
23.14144047,113.2782642,广东省皮肤病医院,01/04/2022 22:08,弟弟绝对是一枚蓝莓控,happy
23.157663,113.293724,云台花园,01/04/2022 22:09,日常超话春天带着爱意奔涌而来,happy
23.33536,113.29605,人和(地铁站),01/04/2022 22:10,百明花园大三房两厅两卫双阳台，拎包入住，随时可以看房，租月,neutral
22.79933,113.53841,南沙城,01/04/2022 22:11,我发现了，我不适合爱马仕大地男士香氛，给我的小样放那躺着等合适的人。希望下次买的时候不要在给我这个了,angry
23.115449,113.264797,堂会(缤缤店),01/04/2022 22:15,今日你唱佐未？,neutral
22.969983,113.486266,石楼,01/04/2022 22:16,棉花美娃娃超话案例，装了扭头骨架，我这拍照技术太差了，拍不出她的可爱,sad
23.17145,113.3442,天河·新天地,01/04/2022 22:16,王靖雯李荣浩两个这么独特的嗓音和声竟然这么搭！有种凄美的感觉！百听不厌音乐现场的微博视频,happy
23.589993,113.760068,白水寨风景名胜区,01/04/2022 22:19,愚人节快乐，愚你同乐，愚乐无极限！遇见美好,happy
23.45046,113.49354,广州大学华软软件学院,01/04/2022 22:22,风水轮流转,neutral
23.12005248,113.3270035,高德置地冬广场,01/04/2022 22:23,今晚，与共同渡过（摄于《张国荣时代之声空间站》展）,happy
23.19076902,113.2553904,新市,01/04/2022 22:25,有那么冷吗？我就拆了个被套放出去洗衣机洗的时间，你就迫不及待地上床打窝了猫咪,surprise
23.041542,113.3722,兰苑,01/04/2022 22:28,成年人的世界没有真照片美食分享好好吃饭我的美食日记,happy
23.124493,113.3273,水濑日本料理,01/04/2022 22:31,感谢组织带我奢侈一把。,happy
23.1304777,113.3218413,天河区天河城,01/04/2022 22:33,了没吃上鱼旦粉双皮奶,sad
23.10477,113.32742,珠江帝景,01/04/2022 22:33,语言的艺术就是说了跟没说一样晚安超话,happy
23.12948,113.32993,天河南文化广场,01/04/2022 22:34,羊大锤今日感言：不用多久我就会当上总经理、出任、找个高富帅、从此走上人生巅峰，生活美满事业有成，做个人生大赢家！想想都觉得应该赶紧睡觉！最后，依旧感谢来自四面八方的祝福和礼物~,happy
23.08074,113.2687,南方医科大学珠江医院,01/04/2022 22:34,一直坚守，没有平仓割肉，终于等来了大涨，而且是那种连续性大涨！见好就收，明天清仓！,happy
23.092581,113.323598,广东省民政职业技术学校,01/04/2022 22:35,生日快乐,happy
23.118283,113.364198,中山大学附属第六医院,01/04/2022 22:38,被外科出科吊打的两天马上放假啦！爱自己和爱别人都是难得的超能力～,happy
23.09312,113.27888,广州美术学院(昌岗路校区),01/04/2022 22:38,嘻嘻嘻嘻,happy
23.12582598,113.2826291,中华广场,01/04/2022 22:40,，染头发的一天,sad
23.23935,113.86429,广东工业大学华立学院,01/04/2022 22:40,今日反馈结束下周正式营业华立菠萝轻卡沙拉欲购从速！广东工业大学华立学院超话轻食,happy
23.11649,113.31141,东湖社区文体广场,01/04/2022 22:40,每一帧都震撼！一个视频云游祖国边关从南到北，寒来暑往，有人一直守护在这里；在边境山河，在天涯雄关，这便是他们眼中的边关！国家移民管理局的微博视频​​​,surprise
23.11487,113.27861,江湾大酒店,01/04/2022 22:42,永远怀念您,sad
23.14617,113.30583,维也纳酒店(广州沙河顶地铁站店),01/04/2022 22:43,本来心情挺好的，结果手贱看了早上儿子摔跤的监控录像，小崽爬到电视柜上直接头栽下来！看完后睡意全无,sad
23.139726,113.260508,中国大酒店,01/04/2022 22:43,广州超话把胃填满，直到它也暗暗的叫救命，于是它的主人心满意足的缓缓离开了自助餐的座位，四月的第一天……填品广州四月你好你好,happy
23.45046,113.49354,广州大学华软软件学院,01/04/2022 22:45,三月是封校月,sad
23.18089279,113.2652239,5号停机坪购物广场,01/04/2022 22:47,爱我的话给我回答-,happy
23.1037,113.32019,珠江帝景华苑,01/04/2022 22:49,最美人间四月天，凡是过往皆为序章，所有将来皆为可盼。,happy
23.04154,113.371793,广州大学,01/04/2022 22:50,四月快乐,happy
23.33834804,113.3840116,广东外语外贸大学南国商学院,01/04/2022 22:54,都是无人机课干的好事,angry
23.24223,113.86252,广州华立科技职业学院,01/04/2022 22:56,有空一起打球,happy
23.11939,113.32121,珠江新城(地铁站),01/04/2022 23:00,成都太古里错过了最热闹的时候，上海这回立了大功哦。全国各地都有上海的几爷子，不好好防疫工作，到处窜。到海口就骑共享，到成都，逛太古里，佩服佩服弄的哪里都不太平，妈卖批！,angry
23.16801,113.41803,广东岭南职业技术学院,01/04/2022 23:00,对的人应该站在前途里而不是选择里,happy
23.172655,113.255682,远景路,01/04/2022 23:01,驾照考试科目一本来以为今天是过儿，奈何找不到姑姑了。,sad
23.142097,113.272877,广东广播电视大学附属职业技术学,01/04/2022 23:04,当然要拍照记录我又不是每天都能收到花,sad
23.09789,113.428439,鱼珠,01/04/2022 23:06,先富不会带后富先富只会断了后面所有人的路,sad
23.16482,113.45105,科学城,01/04/2022 23:07,快乐出汗局️,happy
23.08834,113.26006,太谷仓,01/04/2022 23:09,杨枝甘露最近心头爱,happy
23.1643,113.34192,华南理工大学(北区),01/04/2022 23:10,春天该很好,happy
23.0966337,113.2807153,晓港公园,01/04/2022 23:12,去年＆今年的阿呆图,neutral
23.106486,113.342782,JZClub(广州店),01/04/2022 23:12,香奈儿姐姐回归！啊啊啊啊好好听,happy
23.10647,113.32446,广州塔,01/04/2022 23:13,看看我吧！,sad
23.15728985,113.4050224,私立华联学院,01/04/2022 23:14,我还是喜欢高二时的自己,happy
23.0725478,113.4064249,长洲岛,01/04/2022 23:14,音乐将一切平凡的画面赋予深厚的意义,happy
23.08870578,113.2592476,乐峰广场,01/04/2022 23:15,泡泡玛特超话有人欢喜有人忧哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,happy
23.171902,113.490204,保利罗兰花园,01/04/2022 23:16,新的征程,happy
23.580606,113.615265,广州南洋理工职业学院,01/04/2022 23:16,我拿什么去生气，拿什么去要求你呢！我谁也不是呀，所以我只能默不作声呀愿你遇到的人都是温暖的,happy
23.27535,113.72482,广州大学松田学院,01/04/2022 23:18,我的小宝贝萌宠,happy
22.969983,113.486266,石楼,01/04/2022 23:19,三月的声音,happy
23.13309639,113.3004353,广东工业大学艺术设计学院,01/04/2022 23:19,照片必须补起来，不然过期了,neutral
23.132399,113.327156,正佳雨林生态植物园(正佳广场),01/04/2022 23:20,妈妈超啰嗦,angry
23.151527,113.331868,暨南大学华文学院,01/04/2022 23:20,月安好,happy
23.063248,113.20545,芳村花鸟鱼虫新世界,01/04/2022 23:21,摸鱼超话大尾巴,neutral
23.102734,113.370008,广州香格里拉大酒店,01/04/2022 23:21,我们这个新娘子真的神似阿娇，超级喜欢她的颜呐～,happy
23.1579617,113.2604823,三元里村,01/04/2022 23:22,头顶上有猫在跑似的我想象的画面就像这样,fear
23.102734,113.370008,广州香格里拉大酒店,01/04/2022 23:25,人生最重要的时刻，你值得最美的记录，难道不是吗？,happy
23.08808168,113.2527595,广州太古仓-百年码头,01/04/2022 23:26,咱就说，拍的米，和拍照正脸永远无法见人系列。,sad
23.23736,113.2891,嘉禾望岗(地铁站),01/04/2022 23:26,冲动就会后悔，忍耐就会遗憾,sad
23.083324,113.31388,海珠万达广场,01/04/2022 23:30,微信图标唱就算了吧，睡觉多香啊，人间四月天，愿希望生生不息！,happy
23.162013,113.370538,华农大启林北宿舍区,01/04/2022 23:30,华农清明假期安排就大学生有肺是吧真纯纯有病啊教职员工校外人员随便进大学生出门跨个区都难就你还想评双一流你配吗,angry
23.04154,113.371793,广州大学,01/04/2022 23:30,浅发一下吧（为了凑齐九宫格，混入一张冬天的照片）,neutral
23.172655,113.255682,远景路,01/04/2022 23:38,远景路|继续解锁新的烤肉店~江南本家的炒年糕真的绝了~泡菜和烤肉也是绝了居然没啥人,surprise
23.101616,113.478964,广州航海学院,01/04/2022 23:38,广州航海学院超话广州航海学院辟谣学校清明封校该学校不仅不放行抑郁症学生出校拿药，还要辱骂抑郁症学生。抑郁症​​​​,angry
23.12797802,113.3730523,广海大厦,01/04/2022 23:39,小肖日常～五花肉炒胡萝卜,neutral
23.10832454,113.2315899,珠江夜游,01/04/2022 23:40,街上有点冷我说的不是天气…,neutral
23.12797802,113.3730523,广海大厦,01/04/2022 23:40,程序猿小肖日常～魔芋炒鸭肉,neutral
23.194786,113.366714,龙洞步行街,01/04/2022 23:41,没有什么是一顿牛蛙解决不了的,neutral
23.18904,113.48247,萝岗敏捷广场,01/04/2022 23:41,太好磕了,happy
23.159633,113.211184,金沙洲,01/04/2022 23:44,四月随拍随手拍春天生活记录超话四月你好广州天气超话广州生活超话,happy
23.19155,113.37523,广东生态工程职业技术学院,01/04/2022 23:46,假装很酷,neutral
23.1096,113.41358,美林湖畔花园,01/04/2022 23:52,工作，生活日常…忙碌充实享受…感恩生命如此多姿多彩…晚安(｡･ω･｡)ﾉ♡,happy
23.09378891,113.2660907,广百新一城(宝岗大道),01/04/2022 23:52,呜呜呜有没有运营微信公众号的高手指点一下怎么删除阅读排行榜里的人，刚看到一个头像吓麻了，拉进黑名单还一直在阅读最多的名单里,fear
22.948669,113.362511,市桥,01/04/2022 23:53,还是出门听听歌吧出门就下雨️一秒入冬,sad
23.12976,113.29114,中山大学中山医学院,01/04/2022 23:53,今天踩了希望四月没有疫情，完成采样然后把幸运带给小王同学,happy
23.377848,113.229854,花都湖公园,01/04/2022 23:53,最美四月天，花都湖茶言茶语,happy
23.11783,113.32312,广州国际金融中心IFC,01/04/2022 23:54,安安静静也是一种享受好饿～​​​​,happy
23.128225,113.289752,中山大学,01/04/2022 23:55,中肿父子情,neutral
23.12356,113.31472,胡桃里音乐酒馆(289艺术园店),01/04/2022 23:56,又是四月风，风继续吹，你没有远离。,sad
22.969983,113.486266,石楼,01/04/2022 23:56,肖战说家里人希望我现在就回家我会义无反顾肖战身上有我们传统家庭教育下的影子，很有烟火气，也是喜欢你的原因之一不舍顾魏肖战发长文告别余生请多指教顾魏,happy
23.172472,113.338489,广东省外语艺术职业学院,01/04/2022 23:57,请君任嘉伦李沁任嘉伦、李沁《请君》杀青，真是无比期待啊娱乐女神会馆的微博视频,happy
23.08857918,113.2983017,广州国际轻纺城,01/04/2022 23:58,要想活得久不秃头远离外贸女装有多远走多远,sad
23.0919,113.3004,新港西路沿线,01/04/2022 23:58,帮人最好的方式就系能让大家共赢的，指一条明路大家一齐行，总比逼人到穷途末路高明得多。有时候真系人生中遇坎坷才能看透更多，学会更多！,happy
23.216682,113.215237,广东科贸职业学院,01/04/2022 23:58,好好听,happy
23.16617,113.40902,万科云城米酷,02/04/2022 0:02,那一刻心里有一场海啸,fear
23.19671,113.36059,广东工业大学龙洞校区,02/04/2022 0:02,生活就是要充满小惊喜！,happy
23.18904,113.48247,萝岗敏捷广场,02/04/2022 0:03,唐龙牛肉面，好大份,happy
22.951205,113.359343,Concerto Bistro,02/04/2022 0:03,+～,happy
23.194786,113.366714,龙洞步行街,02/04/2022 0:03,愚人节打卡龙洞的一天车轮饼下次还想来买没有明说其实你懂我的,sad
23.23935,113.86429,广东工业大学华立学院,02/04/2022 0:07,吃多点,neutral
23.151892,113.211464,金沙洲绿心公园,02/04/2022 0:08,哈喽今天这期视频分享一下我做视频以来总结出适合我的打光技巧分享，教完就失业的程度哈哈哈哈适用于准备做博主的新手小白喔~这么简单还不快学起来？,happy
22.894582,113.29433,宝墨园宝墨堂,02/04/2022 0:10,摄影超话今日宝墨园。,neutral
23.10979,113.30487,二沙岛,02/04/2022 0:10,早晨当广州塔遇上彩虹,happy
23.43299,113.17351,华南理工大学广州学院,02/04/2022 0:12,无语难得化一天妆然后就麦粒肿加被小虫子咬了好丑啊救命,sad
23.05545,113.41185,广东药科大学大学城校区,02/04/2022 0:15,夏天快来了,happy
23.08893,113.25254,太古仓码头,02/04/2022 0:21,四月一号，怀念哥哥张国荣张国荣十九周年继续宠爱张国荣,happy
23.14398081,113.2910614,广州艺术博物院,02/04/2022 0:23,浅一下,neutral
23.01158,113.34153,本家韩国料理(番禺店),02/04/2022 0:23,希望本家永远不要倒闭！,happy
23.139339,113.352062,华南师范大学石牌校区,02/04/2022 0:25,三月,neutral
23.14372381,113.2604284,广州兰圃,02/04/2022 0:26,假装帅哥时尚穿搭今日穿搭()一起出游吧,happy
23.11527,113.25589,百家熟食店,02/04/2022 0:26,安全到达！,happy
22.902644,113.307218,广州番禺职业技术学院,02/04/2022 0:27,手废了,angry
23.257614,113.78033,广州华商职业学院,02/04/2022 0:28,甜品超话,neutral
23.0919,113.3004,新港西路沿线,02/04/2022 0:28,今日份自拍,neutral
23.121486,113.324005,拾叁唐音乐livehouse(花城汇店),02/04/2022 0:30,歌好听,happy
23.14845,113.26583,广州大学(桂花岗校区),02/04/2022 0:32,差一个我,angry
23.114748,113.27825,COMMUNE(江湾阳光天地店),02/04/2022 0:32,祈祷鸽子飞过万水千山永远不再回头看。,happy
23.19793,113.38723,中山大学新华学院(生活园),02/04/2022 0:36,中山大学新华学院超话中山大学新华学院想要去图书馆的同学看看噢​​​​,happy
23.227701,113.30338,永泰牌坊,02/04/2022 0:37,四月的第一份,happy
23.186989,113.334141,南方医科大学,02/04/2022 0:37,陈伟霆陈伟霆拍李俊杰的时候，拍了一天的打戏回来，给大家签名娱乐女神会馆的微博视频,happy
23.20138,113.2904,广东外语外贸大学,02/04/2022 0:39,大学生好快乐,happy
23.16316,113.44856,广州国际企业孵化器,02/04/2022 0:41,从小哭包变成顶天立地的大哭包,sad
23.24223,113.86252,广州华立科技职业学院,02/04/2022 0:45,难过修狗,sad
23.11095,113.32449,海心沙,02/04/2022 0:46,记录一下今天因为吃到薯条而感到满足要一直保持感知爱的能力,happy
23.1179,113.32586,广州瑰丽酒店 Rosewood Guangzhou,02/04/2022 0:49,",？,",surprise
23.186989,113.334141,南方医科大学,02/04/2022 0:50,南方医科大学超话换学校了，个人能力有限，出从学姐那买来的资料，真题​​​​,sad
23.121486,113.324005,拾叁唐音乐livehouse(花城汇店),02/04/2022 0:53,原来初中的时候哥哥就走了……一眨眼我都叔叔了。,surprise
23.0651794,113.3904878,中山大学大学城校区,02/04/2022 0:55,!,angry
23.1541097,113.4028307,沐陂工业园,02/04/2022 0:58,不算晚吧，如果觉得晚的话，那就先晚安吧春天有什么想做的事春暖花开愿你遇到的人都是温暖的,happy
23.121653,113.26612,来回咖啡(教育路店),02/04/2022 0:59,分享在大小不一楼梯的拐角处来回踱步撞见正在不断上下张望的树叶于是我决定不继续写下去,sad
23.30793,113.56572,广州康大职业技术学院,02/04/2022 1:00,爱赢万难也别忘记爱迎万难,happy
23.13283856,113.3000636,广东工业大学(东风路校区),02/04/2022 1:01,今日小蓝今日妆容,neutral
23.134878,113.339564,岗顶,02/04/2022 1:02,梦幻西游手游超话怎么样，这波不亏吧～,neutral
23.19671,113.36059,广东工业大学龙洞校区,02/04/2022 1:03,晚安,happy
23.00843,113.32759,敏捷・华美国际,02/04/2022 1:06,在这安一个狗窝,happy
23.07512,113.52717,广州保税区,02/04/2022 1:09,谁敢吃呀？还保质期两年。一年多就不行了，真不明白这种保质期怎么出来的？,surprise
22.902644,113.307218,广州番禺职业技术学院,02/04/2022 1:10,有一种鸟一生只能落一次地张国荣,neutral
23.280797,113.212043,广东技术师范学院（白云校区）,02/04/2022 1:12,真的很喜欢在公交车上自拍哈哈哈哈，坐后排咔咔几张就带上口罩了～太喜欢这种感觉啦，我的方圆脸真的很适合怼大脸自拍,happy
23.64602,113.65461,碧泉空中温泉酒店,02/04/2022 1:17,四月的第一天♨️,happy
23.12757,113.28962,中山大学北校区-图书馆,02/04/2022 1:18,心向远方自明朗，四月，请让春风拂我面虽然有些人嘴真的很臭，让人下头到不行，但还是要忍耐,angry
23.183131,113.325691,京溪,02/04/2022 1:20,陈露被抓最近这么多瓜我的三观扩大到四观都容不下，只能用五官来看！,surprise
23.12886,113.31464,风马民谣(广州店),02/04/2022 1:24,后来你都如何回忆我,sad
23.011068,113.36134,广州雅居乐酒店,02/04/2022 1:33,我愿意陪你吃苦是因为爱你，不代表老子这辈子不配吃香喝辣。,angry
23.04139709,113.3825684,广州美术学院生活区,02/04/2022 1:33,失眠在场的一个晚上,sad
23.18872,113.32946,南方医院,02/04/2022 1:35,成年人的奔溃就是一瞬间而已,sad
23.12757,113.28962,中山大学北校区-图书馆,02/04/2022 1:37,如果这是最后一生，你将用来做什么怎么度过？,sad
23.12135,113.34723,广州七十二杆高尔夫俱乐部有限公司,02/04/2022 1:41,四月努力取悅自己，讓自己開心,happy
23.172472,113.338489,广东省外语艺术职业学院,02/04/2022 1:41,易烊千玺你出现时，心动便有了定义娱乐女神会馆的微博视频,happy
23.18089279,113.2652239,5号停机坪购物广场,02/04/2022 1:48,广州白云酒吧交友聚会！,neutral
23.1243041,113.6147904,汇创国贸大厦,02/04/2022 1:50,百感交集。,sad
23.0651794,113.3904878,中山大学大学城校区,02/04/2022 1:50,律政枷人们,angry
23.119753,113.400892,时代TIT广场,02/04/2022 1:53,感谢祝福，我永远都在，我最爱的朋友们,happy
23.1103,113.31931,二沙岛艺术公园,02/04/2022 2:03,深夜⛺️,neutral
23.14364,113.31946,广州体育学院,02/04/2022 2:23,是会想念和大家坐在地下一起吃饭（和把我弄哭）的日子,sad
23.119765,113.269203,北京路步行街,02/04/2022 2:24,快叫你的小伙伴一起拍美美的照啦周末去哪儿街拍,happy
23.11969,113.33409,COMMUNE(珠江新城店),02/04/2022 2:24,很喜欢佩佩的光我整个人都红火起来了,happy
23.118003,113.356309,Timetable kitchen(TIT智慧园店),02/04/2022 2:38,都好次～,happy
23.09312807,113.342839,广东省轻工业技师学院,02/04/2022 2:45,“那天晚上哭完以后就觉得再喜欢也得结束了你不在乎那我就放过你也放过自己难过是肯定的总比你敷衍好”,sad
23.310435,113.565181,广州开发区技工学校,02/04/2022 2:45,不知道是不是知道自己快要和我们分开，今天它一直在我身边趴着，感觉变成了小猫，等着吧！暑假我就接你回家,happy
23.09312807,113.342839,广东省轻工业技师学院,02/04/2022 2:55,“命里有时终需有，命里无时莫强求人生无论你怎么精心规划都抵不上一场命运的安排万般皆是命，半点不由人”,sad
23.23736,113.2891,嘉禾望岗(地铁站),02/04/2022 2:56,被迫营业的修,angry
23.09312807,113.342839,广东省轻工业技师学院,02/04/2022 3:02,“就算再想念，也不要去联系，总不能奢望一个原本南行的的人陪你一路向北。”,sad
23.09312807,113.342839,广东省轻工业技师学院,02/04/2022 3:03,“不知道为什么总有一种，这辈子都找不到和我互相喜欢的人了，而且这种感觉非常强烈。”,sad
23.119595,113.334465,广州·PP(PEUÀPEU)佩佩(珠江道店),02/04/2022 3:04,哎借口拿快递,neutral
22.97085,113.30158,雄峰商城,02/04/2022 3:06,不品人间酒，怎知人会醉！不陷世间情，不知其中累！,sad
23.13562,113.29145,In.SIDE,02/04/2022 3:21,累了,sad
23.51225,113.2257,芙蓉峰公园,02/04/2022 3:49,打卡山顶咖啡,neutral
23.225148,113.395662,凤凰山森林公园,02/04/2022 4:01,不要把负面情绪传递到别人身上，朋友也不行，每个人每天都很辛苦的，自己心里难过就好了。,sad
23.0651794,113.3904878,中山大学大学城校区,02/04/2022 4:03,！！！,angry
23.08808168,113.2527595,广州太古仓-百年码头,02/04/2022 4:08,张国荣有心人,happy
22.97085,113.30158,雄峰商城,02/04/2022 4:08,一直都超喜欢吃，可是三个月没吃，再吃——好臭啊！还是忍不住吃完了,sad
23.21324,113.37834,广东工程职业技术学院,02/04/2022 4:43,豆腐,neutral
23.21107,113.28312,江夏(地铁站),02/04/2022 4:53,不是吧，三个六斋你也开,surprise
23.1122,113.26237,广州医科大学附属第一医院,02/04/2022 5:03,我可以打败战，你不可以！,angry
23.30313,113.56813,广州商学院,02/04/2022 5:09,大四在宿舍熊还在宿舍的时候那时候刚刚写完论文,sad
23.12005248,113.3270035,高德置地冬广场,02/04/2022 6:09,继续宠爱,happy
23.128144,113.366531,天河公园,02/04/2022 6:20,人间四月天！这周算是什么都没干，愧疚！,sad
23.11649,113.31141,东湖社区文体广场,02/04/2022 6:37,早安，中国向前跑，追逐生命中温暖而有力量的光。​​​早安（李泳锌，袁也）,happy
23.1412047,113.2988836,广东省科学院幼儿园,02/04/2022 7:05,四月今天是世界自闭症意识日。,neutral
23.12582,113.35046,暨南大学附属第一医院,02/04/2022 7:09,酸爽又是急诊又是发热门诊莫名其妙就发烧了距离上次发烧发抖已经是十几年前了,sad
23.33834804,113.3840116,广东外语外贸大学南国商学院,02/04/2022 7:18,随手拍春天若无闲事挂心头，便是人间好时节。。,happy
23.09916,113.31602,广东第二师范学院海珠校区,02/04/2022 7:39,臭宝六点多就把我喊醒了,angry
23.4359,113.58888,天人山水,02/04/2022 7:44,被抖音种草,sad
23.04303,113.29921,洛浦,02/04/2022 7:56,春暖花开,happy
23.09629,113.32066,客村(地铁站),02/04/2022 8:11,为什么可以这么冷啊，有那么一瞬间，我以为入冬了,surprise
23.172472,113.338489,广东省外语艺术职业学院,02/04/2022 8:12,梦想对你最大的意义是什么你知道自己每天认真工作的意义到底是什么吗？,neutral
23.15712225,113.2643091,广州中医药大学第一附属医院,02/04/2022 8:14,月经来了年的脊柱侧弯患者，支具+运动疗法+理筋正骨手法，七个月后复查变直和长高了！脊柱侧弯,happy
23.113417,113.321567,海心沙广场,02/04/2022 8:20,年年岁岁花相似，岁岁年年人不同。,sad
23.15297,113.32331,广州东站汽车客运站,02/04/2022 8:21,沉淀再沉淀然后成为一个温柔而强大的人早安问候第天,happy
23.0919,113.3004,新港西路沿线,02/04/2022 8:25,清晨三件事坚持正能量，才会越来越正能量（立的求监督​​​直到元退回来为止）输入：听课,happy
23.11472,113.31702,发展中心,02/04/2022 8:25,余生生活流爱情有多动人说不出来有多动人，但是看完了想谈恋爱是真的，想要一个顾魏做男朋友,happy
